artistID,name,pred. weight,names sim.,tags sim.,sc. weight,sc. names,sc. tags,ratio,movie titles sim.,sc. movie titles,final ratio
10781,"Demi Lovato, Meaghan Martin, Jordan Francis, Alyson Stoner, Matthew ""Mdot"" Finley & Roshon Fegan",97.23487091064453,4.315341461997141,0.0,1.0,1.0,0.0018070026360232597,0.8003614005272047,6.240117136550903,0.9606567660556665,0.8805090832914356
16126,"Joe Cohn, Peter Beets, J.J. Wiggins, Peter Washington, Joost van Schaik & Willie Jones III",97.23487091064453,3.96953308720249,0.0,1.0,0.9345799959399012,0.0018070026360232597,0.7741933989031652,6.398098431817639,0.9800738888597716,0.8771336438814684
1262,Secrets of the Moon,97.23487091064453,3.678651480038286,0.0,1.0,0.8795510339230315,0.0018070026360232597,0.7521818140964173,6.5602209501392865,1.0,0.8760909070482086
189,Poets of the Fall,97.23487091064453,3.57079759530028,4.8792455804126,1.0,0.8591472435820726,0.06533245238280552,0.7567253879093901,6.503862065352035,0.9930730572554884,0.8748992225824392
8435,"Vedat Y─▒ld─▒r─▒m, ├ûzg├╝r Akg├╝l, Mehmet Erdem",97.23487091064453,4.086933872609992,0.25407643818672593,1.0,0.9567898682791075,0.005114956650608323,0.7837389386417647,6.186381124100816,0.9540521946031754,0.86889556662247
967,Sixpence None the Richer,97.23487091064453,3.762737340566734,5.810573985059375,1.0,0.8954583911130778,0.07745790390847697,0.7736749372269266,6.251968050546027,0.9621133350247695,0.8678941361258481
10779,"Demi Lovato, Alyson Stoner, Anna Maria Perez de Tagl├⌐ & Char Ligera",97.23487091064453,4.027156864311762,0.0,1.0,0.9454812580469435,0.0018070026360232597,0.7785539037459821,6.140744520161395,0.9484431030866265,0.8634985034163043
289,Britney Spears,97.23487091064453,3.885975124889301,76.6689380429564,1.0,0.918772506497147,1.0,0.9675090025988589,4.603164801087031,0.7594626660294391,0.8634858343141489
1083,Siouxsie and the Banshees,97.23487091064453,3.8964118832781303,13.843729075979681,1.0,0.9207469317162498,0.1820457508668203,0.804707922859864,5.894212765918763,0.9181424441436905,0.8614251835017772
13521,Reggie and the Full Effect,97.23487091064453,3.575023236000621,1.380268591945581,1.0,0.8599466499930277,0.019777441227328257,0.7479341482426768,6.333209569356821,0.9720985458997518,0.8600163470712143
17837,Dj Flex ( Nigga ) Ft. Belinda,97.23487091064453,3.7529050822049914,0.0,1.0,0.8935983251666499,0.0018070026360232597,0.7578007305938647,6.222261996076573,0.9584622312236204,0.8581314809087426
6844,Chaos of the heart,97.23487091064453,3.741602886705248,0.0,1.0,0.8914601766156778,0.0018070026360232597,0.7569454711734759,6.227593062737061,0.9591174605395264,0.8580314658565011
3438,Fields of the Nephilim,97.23487091064453,3.320998316094571,2.7472946707436243,1.0,0.8118902334834842,0.03757546861497257,0.7322711871163883,6.423152879520508,0.9831532742200084,0.8577122306681983
7646,"Ensemble Orchestral Synaxis, Fr├⌐hel, Russ Columbo",97.23487091064453,3.650345992538014,0.0,1.0,0.8741962037854142,0.0018070026360232597,0.7500398820413704,6.257051705321891,0.9627381555069029,0.8563890187741366
1246,Panic! At the Disco,97.23487091064453,3.709806157412947,23.436380333391494,1.0,0.8854448736010083,0.3069374939341146,0.8155654482272263,5.718032027145254,0.8964884690024734,0.8560269586148499
4886,Demi Lovato Ft. Miley Cyrus Ft. Selena Gomez Ft. Jonas Brothers,97.23487091064453,3.887445431703146,0.0,1.0,0.9190506590369415,0.0018070026360232597,0.7679816641419813,6.103257592670796,0.9438356698243244,0.8559086669831528
6657,Of the Wand and the Moon,97.23487091064453,3.7047994552281853,0.8987677994288527,1.0,0.8844977060332786,0.013508530615235081,0.7565007885363585,6.189671903840574,0.9544566568796763,0.8554787227080174
13691,Joseph Arthur & the Lonely Astronauts,97.23487091064453,3.810459658270847,0.0,1.0,0.904486495825158,0.0018070026360232597,0.7621559988572679,6.137583123738913,0.9480545430202962,0.8551052709387821
5423,...And You Will Know Us by the Trail of Dead,97.23487091064453,3.551515054723178,4.760493506728128,1.0,0.855499373909766,0.06378635703571885,0.7549570209710502,6.190240702581225,0.9545265666432303,0.8547417938071402
8989,Prince and the New Power Generation,97.23487091064453,3.69250869739979,0.7567853527485587,1.0,0.8821725413303912,0.011659986894106886,0.7552010139109779,6.180874230534532,0.9533753548009373,0.8542881843559575
4102,Maylene and the Sons of Disaster,97.23487091064453,3.6880762575349944,2.2153680251175882,1.0,0.8813340126680266,0.03065003745173241,0.7586636125575572,6.117487567280832,0.9455846437394695,0.8521241281485133
686,Selena Gomez & the Scene,97.23487091064453,3.7682853353297214,11.359867381497818,1.0,0.8965079603727454,0.1497070565645298,0.7885445954620042,5.856186357222437,0.9134687044695791,0.8510066499657916
13032,"Bruno Coulais, Mathilde Pellegrini, Helene Breschand, Hungrarian Symphony Orchestra Budapest & Laurent Petitgirard",97.23487091064453,3.870539547777034,0.0,1.0,0.9158524051029742,0.0018070026360232597,0.7667023625683944,6.030833088688583,0.9349341382507627,0.8508182504095785
13841,Green Day & the Cast of American Idiot,97.23487091064453,4.044087186338626,0.0,1.0,0.9486841351790948,0.0018070026360232597,0.7798350545988426,5.92237461225909,0.9216037528249317,0.8507194037118871
5838,Yngwie J. Malmsteen's Rising Force,97.23487091064453,3.941142178458334,0.1234592427550994,1.0,0.9292090058173643,0.0034143830787907365,0.7723664789427039,5.948684710498866,0.9248374673456744,0.8486019731441892
17838,Nigga Ft. Belinda,97.23487091064453,3.6673993786439523,0.0,1.0,0.8774223621714029,0.0018070026360232597,0.7513303453957659,6.102960808485842,0.943799192753062,0.8475647690744139
10383,Esben and the Witch,97.23487091064453,3.8428137407279146,0.8526962906379733,1.0,0.9106072388723992,0.012908701549815103,0.7668246358589228,5.972768561219062,0.9277975588314431,0.847311097345183
10349,Peter Thomas Sound Orchestra,97.23487091064453,3.60875536758581,0.1768912602918899,1.0,0.8663280922775568,0.004110042456652087,0.7473532454023532,6.125139034664594,0.9465250682471384,0.8469391568247457
923,Children of Bodom,97.23487091064453,3.6863155609018934,12.808784495309123,1.0,0.8810009242026172,0.16857126616081936,0.7861146229132108,5.776130890754584,0.9036292685988851,0.844871945756048
16719,Panic! at the Disco feat. Britney Spears and Gwen Stefani,97.23487091064453,3.8392370944361365,0.0,1.0,0.909930609178082,0.0018070026360232597,0.7643336441984375,5.952844611000883,0.9253487512844732,0.8448411977414554
