movieID,title,pred. rating,genres sim.,titles sim.,tags sim.,sc. rating,sc. genres,sc. titles,sc. tags,ratio
628,Primal Fear,2.5,3.3666666666666667,4.300096578207571,1.019485045478712,1.0,0.8744588744588745,0.8257810248470545,1.0,0.9323616522682553
4963,Ocean's Eleven,2.5,3.3,4.687493803980519,0.4789150736362333,1.0,0.8571428571428571,0.8956217814458604,0.4779617840704987,0.8802154994087787
53322,Ocean's Thirteen,2.42903733253479,3.85,4.185587116770238,0.0,0.971614933013916,1.0,0.8051370271814844,0.01546482041070806,0.8707061579647856
296,Pulp Fiction,2.4274303913116455,3.4,3.686903794179658,0.38943811821746177,0.9709721565246582,0.8831168831168831,0.7152333876202007,0.3915522670667863,0.8523141813253152
53129,Mr. Brooks,2.4481821060180664,3.3666666666666667,3.3149282545475787,0.4483710904739931,0.9792728424072266,0.8744588744588745,0.6481728838380191,0.4484649061306286,0.8511564657433052
20,Money Train,2.5,3.6523809523809523,3.3262741261746056,0.0,1.0,0.9486703772418058,0.6502183405578587,0.01546482041070806,0.846036466993579
54745,Rocket Science,2.3872902393341064,3.1166666666666667,4.749804253063522,0.4698096985049358,0.9549160957336426,0.8095238095238095,0.9068552354265528,0.46916855833376375,0.8433783414790125
1912,Out of Sight,2.4306609630584717,3.5857142857142854,4.087922984584642,0.0,0.9722643852233886,0.9313543599257884,0.7875299395963877,0.01546482041070806,0.8417469740603803
44665,Lucky Number Slevin,2.369699239730835,3.3666666666666667,3.6991302155463477,0.36516264184770186,0.947879695892334,0.8744588744588745,0.7174375916308042,0.3681089997100841,0.8374900872745722
3275,The Boondock Saints,2.420931339263916,3.6523809523809523,3.4098843879755725,0.0,0.9683725357055664,0.9486703772418058,0.6652917679216008,0.01546482041070806,0.8348928240121798
3893,Nurse Betty,2.412738561630249,3.5857142857142854,3.731653782561758,0.0,0.9650954246520996,0.9313543599257884,0.7233010061741484,0.01546482041070806,0.8324564964896409
1729,Jackie Brown,2.5,3.3666666666666667,4.083020657648462,0.0,1.0,0.8744588744588745,0.7866461381658681,0.01546482041070806,0.8299946456412075
55805,Before the Devil Knows You're Dead,2.4274582862854004,3.3666666666666667,4.676077531017637,0.0,0.9709833145141602,0.8744588744588745,0.8935636326305835,0.01546482041070806,0.829079720893343
608,Fargo,2.5,3.85,1.1908986413532867,0.0,1.0,1.0,0.2652485226018814,0.01546482041070806,0.828071334301259
2542,"Lock, Stock and Two Smoking Barrels",2.5,3.3,4.3148040098091975,0.0,1.0,0.8571428571428571,0.8284325104085046,0.01546482041070806,0.8272468759390641
2959,Fight Club,2.3984429836273193,3.2000000000000006,3.1587452061529273,0.45961850799023596,0.9593771934509278,0.8311688311688313,0.6200158874991154,0.4593267410083244,0.8241526726986477
4011,Snatch.,2.5,3.25,4.380289521129969,0.0,1.0,0.8441558441558441,0.8402383710410298,0.01546482041070806,0.8232326568075115
5989,Catch Me If You Can,2.4373085498809814,2.9000000000000004,4.154813600118661,0.5127148095618077,0.9749234199523926,0.7532467532467533,0.7995891152627457,0.5106028014420977,0.8222872609501428
7007,The Last Boy Scout,2.381965160369873,3.6523809523809523,3.028749735529999,0.0,0.9527860641479492,0.9486703772418058,0.5965800407281211,0.01546482041070806,0.8217870626697849
861,Ging chat goo si 3: Chiu kup ging chat,2.4286720752716064,3.25,4.903363235609685,0.0,0.9714688301086426,0.8441558441558441,0.9345391598588162,0.01546482041070806,0.8212502677327471
6187,The Life of David Gale,2.4465391635894775,3.3666666666666667,4.05897057414252,0.0,0.978615665435791,0.8744588744588745,0.7823103403940381,0.01546482041070806,0.8210073320383409
111,Taxi Driver,2.4178977012634277,3.3666666666666667,4.284183700903334,0.0,0.9671590805053711,0.8744588744588745,0.8229122190925104,0.01546482041070806,0.8204848859360202
2268,A Few Good Men,2.4048330783843994,3.3666666666666667,4.275372409780256,0.0,0.9619332313537597,0.8744588744588745,0.8213237016801304,0.01546482041070806,0.8182356945341375
319,Shallow Grave,2.441422462463379,3.433333333333333,3.549157893098077,0.0,0.9765689849853516,0.8917748917748917,0.6904002775463556,0.01546482041070806,0.8179240604998037
420,Beverly Hills Cop III,2.5,3.25,4.08446487698443,0.0,1.0,0.8441558441558441,0.7869065049532589,0.01546482041070806,0.8178994701987343
165,Die Hard: With a Vengeance,2.5,2.65,4.411994783975192,0.5742410959586944,1.0,0.6883116883116883,0.8459542600509635,0.5700198509573041,0.8169220864255021
