artistID,name,pred. weight,names sim.,tags sim.,sc. weight,sc. names,sc. tags,ratio
289,Britney Spears,97.23487091064453,3.885975124889301,76.6689380429564,1.0,0.918772506497147,1.0,0.9675090025988589
89,Lady Gaga,97.23487091064453,2.883672547471877,69.43792077667777,1.0,0.7291569752855829,0.9058556048477777,0.8728339110837887
292,Christina Aguilera,97.23487091064453,3.219212305536604,58.791923492465486,1.0,0.7926343631538034,0.7672497990245302,0.8705037050664275
72,Depeche Mode,97.23487091064453,3.0347550353805435,56.65142726809091,1.0,0.7577387497387438,0.7393815593358884,0.8509718117626752
1412,Led Zeppelin,97.23487091064453,3.2580282465165,39.68420427971724,1.0,0.799977560142625,0.518476410470798,0.8236863061512096
333,Avril Lavigne,97.23487091064453,3.0165402865421616,45.91334350324131,1.0,0.7542928848325852,0.5995768314658457,0.8216325202262033
230,Green Day,97.23487091064453,3.3708316539670204,34.440854328774975,1.0,0.821317700842769,0.45021049552064085,0.8185691794412359
1246,Panic! At the Disco,97.23487091064453,3.709806157412947,23.436380333391494,1.0,0.8854448736010083,0.3069374939341146,0.8155654482272263
228,Kings of Leon,97.23487091064453,3.601672171045343,26.199307917469284,1.0,0.8649880936534315,0.3429094929867817,0.814577136058729
55,Kylie Minogue,97.23487091064453,3.1684701997183478,36.90280725820059,1.0,0.7830349751383469,0.4822639481537721,0.8096667796860932
917,Iron Maiden,97.23487091064453,3.415874601872428,29.3204633213825,1.0,0.8298389225644826,0.3835454473562727,0.8086446584970476
599,David Bowie,97.23487091064453,3.14846137793918,36.85110360515315,1.0,0.7792497076392347,0.48159079125702237,0.8080180413070984
461,Miley Cyrus,97.23487091064453,3.461520139813051,27.63453131337252,1.0,0.8384741422267425,0.3615954169086818,0.8077087402724333
1372,Deep Purple,97.23487091064453,3.593549865410658,23.09853729602619,1.0,0.863451516443831,0.30253893876021515,0.8058883943295755
310,Nelly Furtado,97.23487091064453,3.5937072767795426,22.96252352062736,1.0,0.8634812955155428,0.30076810429173617,0.8055461390645643
1083,Siouxsie and the Banshees,97.23487091064453,3.8964118832781303,13.843729075979681,1.0,0.9207469317162498,0.1820457508668203,0.804707922859864
344,Taylor Swift,97.23487091064453,3.4897718231280055,25.294094110369524,1.0,0.8438187936923597,0.3311240410628499,0.8037523256895138
257,Mariah Carey,97.23487091064453,3.2678523044329033,31.0350283793027,1.0,0.8018360747293796,0.40586826645391033,0.8019080831825339
10781,"Demi Lovato, Meaghan Martin, Jordan Francis, Alyson Stoner, Matthew ""Mdot"" Finley & Roshon Fegan",97.23487091064453,4.315341461997141,0.0,1.0,1.0,0.0018070026360232597,0.8003614005272047
157,Michael Jackson,97.23487091064453,2.9203698557411397,39.878845628703075,1.0,0.7360993694869827,0.5210105479783016,0.7986418573904535
300,Katy Perry,97.23487091064453,2.8010584911336602,42.29679832749389,1.0,0.7135280539088906,0.5524911385994737,0.7959094492834511
