movieID,title,pred. rating,genres sim.,titles sim.,tags sim.,sc. rating,sc. genres,sc. titles,sc. tags,ratio,artist names sim.,sc. artist names,final ratio
41566,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2.5,5.752380952380953,4.840834782373753,0.0,0.9912829201900667,0.984515077424613,0.9578779432576552,0.04912146115849463,0.891019139487487,5.7297193837165405,0.9374048745071716,0.9142120069973293
5040,Conan the Destroyer,2.454054594039917,5.842857142857143,4.037582306778709,0.0,0.973064961714295,1.0,0.8095440052363565,0.04912146115849463,0.8750925313252031,5.46549120770759,0.8980963330152847,0.8865944321702439
4896,Harry Potter and the Sorcerer's Stone,2.5,5.233333333333333,4.894960999411642,0.0,0.9912829201900667,0.895680521597392,0.9678732500476876,0.04912146115849463,0.8564848478356017,5.504582665321516,0.9039118679321336,0.8801983578838677
7153,The Lord of the Rings: The Return of the King,2.5,5.842857142857143,5.0689325919969646,0.4537807769122635,0.9912829201900667,1.0,1.0,0.5329998761913635,0.949813155695163,4.861394696901328,0.8082264594885205,0.8790198075918417
8368,Harry Potter and the Prisoner of Azkaban,2.46083927154541,5.233333333333333,5.036038459274097,0.0,0.9757551756863723,0.895680521597392,0.9939255509409248,0.04912146115849463,0.8528789801234476,5.432081474228295,0.8931260534843868,0.8730025168039173
2628,Star Wars: Episode I - The Phantom Menace,2.5,4.933333333333334,4.745229773950684,0.0,0.9912829201900667,0.8443357783211084,0.9402228873134482,0.04912146115849463,0.8331819142516643,5.555535869909922,0.911492044228851,0.8723369792402577
4941,Flash Gordon,2.431547164916992,5.635714285714286,4.01226196119554,0.0,0.9641404696875175,0.9645476772616137,0.8048681820219564,0.04912146115849463,0.8568742230976976,5.319441703184529,0.8763689264414309,0.8666215747695643
1210,Star Wars: Episode VI - Return of the Jedi,2.4370737075805664,4.933333333333334,4.697202505559174,0.1401382698928708,0.9663318166275586,0.8443357783211084,0.9313538528947979,0.19855459577169016,0.8372578828461158,5.439194837440873,0.8941842901085499,0.8657210864773328
1562,Batman & Robin,2.367361068725586,4.775,3.947700896222508,0.0,0.9386898373402305,0.8172371638141809,0.792945906895192,0.04912146115849463,0.7865775372671332,5.719379300659358,0.935866607127734,0.8612220721974335
3889,Highlander: Endgame,2.4364445209503174,5.842857142857143,4.3151005993194085,0.0,0.9660823358434876,1.0,0.8607923766466204,0.04912146115849463,0.8774243181179066,5.098621193616444,0.8435180310761969,0.8604711745970517
45722,Pirates of the Caribbean: Dead Man's Chest,2.5,4.541666666666667,4.747064084802024,0.0,0.9912829201900667,0.7773023634881825,0.9405616233402907,0.04912146115849463,0.8064024219211783,5.526843211978654,0.9072235118117572,0.8568129668664677
40815,Harry Potter and the Goblet of Fire,2.480201244354248,3.742857142857143,4.917999126097582,0.0,0.9834324528650065,0.6405867970660146,0.9721276235601098,0.04912146115849463,0.7517326084442689,5.818809302607423,0.9506585510307245,0.8511955797374967
