movieID,title,pred. rating,genres sim.,titles sim.,tags sim.,sc. rating,sc. genres,sc. titles,sc. tags,ratio
5952,The Lord of the Rings: The Two Towers,4.102237701416016,5.699999999999999,4.824934496312908,8.863716995547927,0.9972608126031832,0.9421487603305783,0.9618064064409237,0.5127094466893447,0.9232154144865315
1196,Star Wars: Episode V - The Empire Strikes Back,4.0477471351623535,5.983333333333333,4.653216556572281,6.874821734496647,0.984014065257807,0.9889807162534434,0.9299155297573167,0.39883600147248827,0.9220730657274807
1210,Star Wars: Episode VI - Return of the Jedi,4.0765509605407715,5.983333333333333,4.533558940339727,6.758438495434385,0.9910163231457509,0.9889807162534434,0.9076931207924138,0.392172523180267,0.921985380156946
4993,The Lord of the Rings: The Fellowship of the Ring,4.090909004211426,5.699999999999999,4.70177350669408,8.747751760711592,0.9945067874583007,0.9421487603305783,0.9389333627851607,0.5060699010708313,0.9191625455011508
7153,The Lord of the Rings: The Return of the King,4.064797878265381,5.699999999999999,4.686546481378959,8.995732445310532,0.9881591292838491,0.9421487603305783,0.9361054509937883,0.5202679412871822,0.9177604950738681
260,Star Wars,4.051449775695801,5.983333333333333,3.6442653999566965,8.913388004865155,0.9849141833338241,0.9889807162534434,0.7425365234402633,0.5155533415233852,0.9153669463312719
5378,Star Wars: Episode II - Attack of the Clones,4.07710075378418,5.983333333333333,4.451971719288811,4.074375073713896,0.9911499787982491,0.9889807162534434,0.892541017235715,0.23849748810059118,0.9051561285543077
2628,Star Wars: Episode I - The Phantom Menace,4.015834808349609,5.983333333333333,4.745631962095694,3.8006474174201843,0.9762561254976732,0.9889807162534434,0.9470786072183225,0.22282531476712733,0.9030851288989917
33493,Star Wars: Episode III - Revenge of the Sith,3.9723715782165527,6.050000000000001,4.077744190973571,4.900952553635534,0.965690141916105,1.0,0.8230407426858405,0.2858228687883564,0.8971624179138618
6537,Terminator 3: Rise of the Machines,4.09121561050415,5.983333333333333,4.292372791656298,2.1012674995271796,0.9945813239583495,0.9889807162534434,0.862900842611839,0.12552796091827334,0.8922676964377285
46530,Superman Returns,4.068439483642578,6.050000000000001,4.092752883504899,2.111167924148186,0.9890444096118005,1.0,0.8258281064488913,0.126094805981853,0.8908100550877948
